date,up_count,down_count,flat_count,valid_count,universe_total,coverage_ratio,breadth_net_ratio,up_ratio,down_ratio,breadth_log_ad_ratio,open_0050,close_0050,ret_c0_o1,ret_c0_c1,ret_o1_c1,ret_o1_o2,ret_o1_c2,ret_o1_c3,ret_o1_c5,ret_o1_c10,year,month
2011-01-17,328,757,95,1180,1974,0.5977710233029382,-0.3953917050691244,0.30230414746543777,0.6976958525345622,-0.835486699458859,75.33158252419015,74.96200812096436,-0.004930156121610407,0.008216926869351049,0.013212221304707006,0.013212221304707006,0.024772914946325386,0.018166804293971994,0.006606110652353392,0.03385631709331127,2011,1
2011-01-18,560,478,146,1184,1974,0.5997973657548126,0.0789980732177264,0.5394990366088632,0.4605009633911368,0.1581730316192056,74.59243371773857,75.57796545967402,0.0,0.01140994295028519,0.01140994295028519,0.010594947025264867,0.004889975550122161,-0.005704971475142706,0.0016299918500406463,0.010594947025264867,2011,1
2011-01-19,678,356,153,1187,1974,0.6013171225937184,0.3114119922630561,0.655705996131528,0.344294003868472,0.6435502394205732,75.57796545967402,76.44030573386752,-0.0008058017727637923,-0.006446414182111115,-0.005645161290322553,-0.014516129032257963,-0.016129032258064502,-0.01693548387096777,0.0,-0.01854838709677431,2011,1
2011-01-20,354,707,125,1186,1974,0.6008105369807497,-0.33270499528746467,0.33364750235626767,0.6663524976437323,-0.6910292835452104,76.37870999999656,75.9475398628998,-0.008921330089213253,-0.010543390105433814,-0.0016366612111293755,-0.0016366612111293755,-0.002454991816694063,0.00572831423895237,0.02209492635024546,-0.036006546644844706,2011,1
2011-01-21,366,701,115,1182,1974,0.5987841945288754,-0.3139643861293346,0.3430178069353327,0.6569821930646673,-0.6492223782158094,75.2699867903192,75.14679532257726,0.0,-0.0008196721311476418,-0.0008196721311476418,0.007377049180327777,0.007377049180327777,0.016393442622950838,0.032786885245901676,-0.02622950819672154,2011,1
2011-01-24,376,663,139,1178,1974,0.596757852077001,-0.2762271414821944,0.3618864292589028,0.6381135707410972,-0.566610806532314,75.14679532257726,75.08519958870629,0.008203445447087843,0.008203445447087843,0.0,0.0,0.008950366151342593,0.01627339300244124,0.01871440195280738,-0.02766476810414975,2011,1
2011-01-25,445,594,144,1183,1974,0.599290780141844,-0.14340712223291627,0.42829643888354185,0.5717035611164581,-0.2885234692199725,75.70115692741594,75.70115692741594,0.0,0.008950366151342593,0.008950366151342593,0.009764035801464566,0.01627339300244124,0.02522375915378361,0.008950366151342593,-0.026037428803905582,2011,1
2011-01-26,562,469,160,1191,1974,0.6033434650455927,0.09020368574199807,0.545101842870999,0.45489815712900095,0.18072283543025752,75.70115692741594,76.37870999999656,0.0008064516129031585,0.007258064516129092,0.0064464141821114485,0.00725221595487513,0.015310233682514163,0.008863819500402936,-0.01933924254633368,-0.03867848509266725,2011,1
2011-01-27,494,524,171,1189,1974,0.6023302938196555,-0.029469548133595286,0.48526522593320237,0.5147347740667977,-0.05889827677358512,76.44030573386752,76.93307160483525,0.0008006405124099114,0.008807045636509025,0.008000000000000007,0.008799999999999919,0.0016000000000000458,-0.008000000000000007,-0.057600000000000096,-0.02959999999999996,2011,1
2011-01-28,429,616,145,1190,1974,0.6028368794326241,-0.17894736842105263,0.4105263157894737,0.5894736842105263,-0.361436581180089,76.99466733870621,77.61062467741586,0.0007936507936507908,-0.006349206349206327,-0.007137192704202877,-0.008723235527359097,-0.016653449643140306,-0.03489294210943694,-0.05789056304520224,-0.03806502775574927,2011,1
2011-02-08,491,603,96,1190,1974,0.6028368794326241,-0.10237659963436929,0.44881170018281535,0.5511882998171846,-0.2052841009503649,77.67222041128682,77.11785880644814,-0.0015974440894569453,-0.009584664536741228,-0.008000000000000007,-0.014399999999999968,-0.02640000000000009,-0.057600000000000096,-0.04400000000000015,-0.042400000000000104,2011,2
2011-02-09,359,722,104,1185,1974,0.6003039513677811,-0.33580018501387604,0.33209990749306195,0.667900092506938,-0.6980032428254858,76.99466733870621,76.37870999999656,-0.006451612903225712,-0.01854838709677431,-0.012175324675324894,-0.019480519480519543,-0.043831168831169,-0.03571428571428592,-0.02840909090909105,-0.04220779220779236,2011,2
2011-02-10,330,753,97,1180,1974,0.5977710233029382,-0.39058171745152354,0.3047091412742382,0.6952908587257618,-0.8241223587748091,75.88594412902884,74.96200812096436,-0.007395234182415611,-0.032046014790468424,-0.024834437086092898,-0.022350993377483586,-0.016556291390728672,-0.010761589403973648,-0.01241721854304656,-0.023178807947019986,2011,2
2011-02-11,120,1010,50,1180,1974,0.5977710233029382,-0.7876106194690266,0.10619469026548672,0.8938053097345132,-2.126550783912966,74.40764651612568,72.55977449999672,0.002546689303904781,0.008488964346349714,0.00592718035563089,0.00592718035563089,0.01185436071126178,0.013547840812870637,0.027095681625741053,0.007620660457239747,2011,2
2011-02-14,686,368,130,1184,1974,0.5997973657548126,0.301707779886148,0.650853889943074,0.349146110056926,0.6221655135786345,72.74456170160961,73.17573183870637,0.0,0.005892255892255838,0.005892255892255838,0.006734006734006925,0.007575757575757569,0.004208754208754106,0.021043771043771198,0.0092592592592593,2011,2
2011-02-15,538,516,130,1184,1974,0.5997973657548126,0.020872865275142316,0.5104364326375711,0.48956356736242884,0.04171220803674994,73.17573183870637,73.60690197580313,0.0008368200836821327,0.0016736401673640433,0.0008361204013376256,-0.0008361204013379586,-0.002508361204013543,0.014214046822742521,0.0008361204013376256,-0.0058528428093646,2011,2
2011-02-16,622,444,117,1183,1974,0.599290780141844,0.1669793621013133,0.5834896810506567,0.4165103189493433,0.3367935733849034,73.6684977096741,73.73009344354506,-0.001670843776106934,-0.003341687552213979,-0.0016736401673640433,0.004184100418409997,0.01506276150627639,0.01506276150627639,-0.012552301255230103,0.007531380753138084,2011,2
